date	hour	drivers_onduty	t_onduty	t_occupied	n_pass	n_trip	n_mile	earnings	precip
2011-12-12	0	9618	6822.271	1793.991	18395	10719	37031.879	133725.66	0
2011-12-12	1	6680	4573.584	1106.806	9774	5795	22420.465	79824.9	0
2011-12-12	2	4254	2869.138	699.45	6368	3737	14223.768	49905.91	0
2011-12-12	3	2506	1789.645	424.559	3725	2152	9009.504	31214.85	0
2011-12-12	4	2368	1715.853	416.911	3818	2145	10324.323	34458.85	0
2011-12-12	5	4630	3346.145	821.529	6665	4369	22094.067	75388.39	0
2011-12-12	6	11331	8512.316	1861.942	17184	11442	37425.141	137585.27	0
2011-12-12	7	20443	15668.305	3830.434	32344	20719	59279.883	233966.33	0
2011-12-12	8	25442	19793.42	5366.807	39383	24621	67768.121	291542.79	0
2011-12-12	9	25489	19684.088	5614.063	37130	23072	66056.676	296415.16	0
2011-12-12	10	23468	17835.201	4944.812	33665	20614	60557.514	266592.22	0
2011-12-12	11	22882	17372.416	4643.219	34141	20734	58131.735	254178.52	0
2011-12-12	12	24003	18142.235	5062.455	36819	22090	62494.176	276444.56	0
2011-12-12	13	22689	17253.267	4589.554	34077	20529	57975.475	253046.64	0
2011-12-12	14	24188	18600.195	5182.94	37202	22307	66965.824	285179.02	0
2011-12-12	15	23464	17835.76	5114.721	36290	21221	64857.637	276391.88	0
2011-12-12	16	19973	15299.918	4255.493	30295	17619	57150.464	250387.81	0
2011-12-12	17	23651	18573.574	5072.715	38420	22384	63676.112	293063.41	0
2011-12-12	18	29576	22558.692	6173.536	47018	27959	75196.885	357897.6	0
2011-12-12	19	30261	22547.541	5791.35	48771	28746	78542.221	362574.77	0
2011-12-12	20	28509	20971.409	5221.723	46071	27280	79974.732	337978.76	0
2011-12-12	21	27268	20064.99	4989.861	44297	26045	82817.343	333191.34	0
2011-12-12	22	24891	17893.555	4562.504	40005	23405	78128.76	308148.59	0
2011-12-12	23	19293	13940.475	3809.575	29859	17467	69478.766	264345.79	0
2011-12-13	0	11116	7918.555	2109.361	20828	12329	37601.737	146167.16	0
2011-12-13	1	8399	5781.205	1418.038	11926	7136	27177.491	99810.03	0
2011-12-13	2	5382	3701.063	894.631	7864	4766	17532.291	63529	0
2011-12-13	3	3427	2327.288	549.737	4837	2963	11331.204	40393.29	0
2011-12-13	4	2966	1995.435	500.521	4232	2680	11609.742	40265.79	0
2011-12-13	5	4244	2989.744	677.15	6044	3978	17762.11	62589.76	0
2011-12-13	6	11162	8104.858	1650	16974	11271	33052.698	123445.78	0
2011-12-13	7	21951	16627.049	3846.893	34901	22321	58642.516	238133.1	0
2011-12-13	8	27401	21300.27	5772.843	41856	26414	66951.408	305400.5	0
2011-12-13	9	27698	21503.632	6111.554	39318	24904	65684.042	309215.08	0
2011-12-13	10	25201	19205.087	5433.176	35734	22141	60341.146	278596.61	0
2011-12-13	11	24462	18783.19	5173.821	35709	21754	57171.856	265294.36	0
2011-12-13	12	24695	18787.904	5363.511	36072	21991	58470.468	272846.4	0
2011-12-13	13	23738	18220.517	5002.183	34940	21036	57026.457	260798.6	0
2011-12-13	14	25253	19574.884	5581.686	37980	22840	65542.774	292015.4	0
2011-12-13	15	24314	18524.322	5410.351	36347	21528	64514.625	284350.75	0
2011-12-13	16	19897	15012.858	4298.28	28878	17196	53950.543	245599	0
2011-12-13	17	23498	18519.21	5177.342	38078	22471	60777.531	288734.73	0
2011-12-13	18	29958	23486.995	6636.154	47633	28230	73776.888	366581.93	0
2011-12-13	19	31760	24086.325	6501.022	50581	29688	80426.476	383379.04	0
2011-12-13	20	31400	23680.555	6095.124	50793	30004	87522.666	376539.41	0
2011-12-13	21	30317	22953.114	5946.577	49815	29011	91122.292	376699.29	0
2011-12-13	22	28811	21566.464	5688.784	46650	27195	91253.574	366868.75	0
2011-12-13	23	25038	18588.383	5263.698	39357	22986	89675.529	350352.88	0
2011-12-14	0	14841	10677.491	2945.066	28682	16750	50991.95	200013.36	0
2011-12-14	1	10946	7522.57	1882.068	15451	9192	35521.57	131443.08	0
2011-12-14	2	6736	4515.459	1122.807	9795	5818	21862.822	80805.01	0
2011-12-14	3	4084	2753.387	665.099	5925	3509	13305.469	48626.93	0
2011-12-14	4	3553	2389.621	611.042	5118	3194	14058.539	48545.42	0
2011-12-14	5	4489	3239.952	723.468	6452	4215	18727.932	65648.73	0
2011-12-14	6	11421	8333.468	1763.091	17437	11517	35574.556	132041.12	0
2011-12-14	7	21928	16837.476	4034.901	34775	22311	58978.235	241830.07	0
2011-12-14	8	27407	21569.292	6066.072	41723	26000	68881.831	313252.87	0
2011-12-14	9	27835	21700.274	6263.962	40224	24965	66325.622	314947.22	0
2011-12-14	10	25575	19785.875	5724.715	35985	22238	59138.822	282775.86	0
2011-12-14	11	24557	19437.753	5686.54	34943	21290	56931.2	274432.13	0
2011-12-14	12	24992	19740.584	6042.509	35751	21620	59156.435	288643.31	0
2011-12-14	13	24472	19266.582	5795.62	35065	21091	60058.002	283742.16	0
2011-12-14	14	24896	19949.331	6074.997	36864	21908	65131.645	299436.5	0
2011-12-14	15	23436	18562.481	5931.856	33754	19566	62129.277	285469.25	0
2011-12-14	16	18754	14806.772	4716.773	26036	15119	49953.508	239325.9	0
2011-12-14	17	21817	18032.184	5655.431	33308	19384	54453.857	278027.5	0
2011-12-14	18	28806	23344.676	7274.304	43663	25508	68749.623	360684.46	0
2011-12-14	19	31350	24212.102	7050.404	47971	28139	77496.405	383418.82	0
2011-12-14	20	31203	23746.711	6392.519	49853	29191	86992.269	379905.7	0
2011-12-14	21	31162	23630.811	6207.497	50991	29555	94191.034	389248.21	0
2011-12-14	22	29808	22525.754	6097.422	48722	27948	93603.548	383378.46	0
2011-12-14	23	26624	20495.102	5930.989	42217	24427	95945.572	379898.73	0
2011-12-15	0	17473	12986.822	3705.042	34347	19971	62503.761	247277.67	0
2011-12-15	1	13814	9504.438	2416.53	20200	11727	44047.623	167573.68	0
2011-12-15	2	8378	5719.219	1408.47	11959	7223	26998.099	100501.54	0
2011-12-15	3	5356	3666.956	892.485	7598	4565	17746.869	64486.58	0
2011-12-15	4	4137	2926.736	718.474	5912	3633	16524.414	57786.48	0
2011-12-15	5	4633	3330.924	754.642	6548	4251	19592.202	68547.42	0
2011-12-15	6	11612	8480.763	1814.672	17867	11623	36835.342	136137.37	0
2011-12-15	7	22212	16945.719	4012.223	35552	22576	60451.085	245787.68	0
2011-12-15	8	28000	21854.935	6059.984	42746	26886	71140.179	320265.9	0
2011-12-15	9	28111	21749.069	6268.956	39921	25293	68269.406	320167.7	0
2011-12-15	10	25818	19880.438	5635.881	37065	22880	61204.276	286242.76	0
2011-12-15	11	25218	19564.101	5469.854	36705	22453	58807.628	277087.49	0
2011-12-15	12	25974	20176.275	5932.118	38240	23130	62808.705	297925.2	0
2011-12-15	13	24880	19279.414	5563.951	36156	21796	62850.699	287422.66	0
2011-12-15	14	25963	20536.124	5924.694	39323	23465	68673.265	307726.46	0
2011-12-15	15	24440	19003.443	5768.903	36414	21237	65520.993	292858.08	0
2011-12-15	16	19826	15219.524	4527.637	28380	16571	53543.143	246060.47	0
2011-12-15	17	22956	18440.752	5393.008	36470	21093	58835.103	287133.11	0
2011-12-15	18	29204	23177.056	6864.722	45492	26644	73119.372	365299.37	0
2011-12-15	19	32320	25067.348	7274.162	51661	29968	84515.268	406891.71	0
2011-12-15	20	32606	24837.163	6889.281	52319	30411	89492.54	395839.08	0
2011-12-15	21	31791	24144.691	6528.107	51782	29895	94938.218	396380.51	0
2011-12-15	22	31123	23814.678	6504.675	51320	29350	100867.366	407319.77	0
2011-12-15	23	29107	22757.069	6891.068	47347	27026	113204.924	444413.28	0
2011-12-16	0	22009	16744.612	4843.442	44895	25923	81851.905	324186.8	0
2011-12-16	1	20888	14804.897	3912.441	32271	18526	70070.523	267165.43	0
2011-12-16	2	13583	9364.571	2411.785	20523	11876	44889.409	170039.92	0
2011-12-16	3	8620	5839.373	1467.948	12934	7540	28770.787	106681.66	0
2011-12-16	4	6089	4219.001	1090.249	9269	5447	24246.48	86322.75	0
2011-12-16	5	5274	3721.829	873.064	7213	4699	22232.239	78428.94	0
2011-12-16	6	11242	8123.05	1802.149	17160	11222	37857.473	137254.41	0
2011-12-16	7	21305	16135.961	3805.858	33920	21602	59880.442	239240.61	0
2011-12-16	8	27779	21510.524	5798.521	43688	26932	71850.575	316794.25	0
2011-12-16	9	28368	22031.444	6047.273	42251	26128	68710.624	316108.68	0
2011-12-16	10	26981	20876.491	5841.434	40117	24261	65167.691	299780.65	0
2011-12-16	11	26158	20474.923	5834.729	38963	23196	63075.755	294062.95	0
2011-12-16	12	25297	19771.015	5780.522	37310	22341	62722.587	293159.41	0
2011-12-16	13	24496	19137.047	5375.618	37405	22288	62662.047	283187.95	0
2011-12-16	14	25931	20372.172	5830.262	40096	23472	67347.773	301052.07	0
2011-12-16	15	24032	18657.688	5647.186	36145	20855	66455.46	291004.44	0
2011-12-16	16	19807	15016.071	4355.149	29524	16785	53844.008	244697.95	0
2011-12-16	17	23729	19104.347	5407.945	39004	22409	63391.356	297396.65	0
2011-12-16	18	30618	24480.573	7133.35	48912	28279	79791.104	385143.19	0
2011-12-16	19	33123	26210.728	7502.939	54087	30681	84128.812	409333.86	0
2011-12-16	20	32912	25776.756	7312.571	53483	29954	86889.54	397316.32	0
2011-12-16	21	32429	25300.88	7210.535	53798	29704	88277.488	392785.36	0
2011-12-16	22	32296	25375.818	7353.899	53949	29474	91040.768	397405.14	0
2011-12-16	23	30536	24845.982	7992.344	49928	27081	104035.73	436985.14	0
2011-12-17	0	25162	20184.657	5991.566	54660	29791	84968.714	351751.95	0
2011-12-17	1	28968	21736.428	5833.793	48956	26751	90867.666	360913.03	0
2011-12-17	2	25114	18373.179	4822.034	42218	22946	80545.782	311132	0
2011-12-17	3	19903	14359.208	3679.424	32534	17815	65261.372	246338.85	0
2011-12-17	4	13511	9324.464	2564.588	21017	11527	50024.342	180274.15	0
2011-12-17	5	6844	4765.579	1219.216	9550	5707	28626.286	99658.02	0
2011-12-17	6	6186	4460.397	1105.864	8964	5580	27743.68	92500.32	0
2011-12-17	7	8193	5800.65	1346.44	12233	7671	30703.304	107427.27	0
2011-12-17	8	11484	8241.643	1818.52	18063	11007	36558.671	133848.56	0
2011-12-17	9	16674	12061.381	2694.196	27355	16389	46615.184	180936.35	0
2011-12-17	10	20916	15137.237	3525.513	35863	20579	55004.283	221517.53	0
2011-12-17	11	23819	17775.483	4245.746	41249	23222	60287.727	250618	0
2011-12-17	12	26771	20083.494	5077.824	46355	25956	66706.703	285460.73	0
2011-12-17	13	27709	21147.387	5598.428	47894	26502	66984.738	297285.88	0
2011-12-17	14	27282	20884.43	5506.757	46504	25591	67690.397	296588.64	0
2011-12-17	15	25442	19243.189	5336.527	42660	23544	65924.619	285817.13	0
2011-12-17	16	20474	15389.206	4302.056	33071	17887	52671.804	226761.15	0
2011-12-17	17	21906	17496.267	4800.079	38073	20863	55762.424	242156.09	0
2011-12-17	18	27735	22166.681	6393.505	46735	25641	69655.198	310517.98	0
2011-12-17	19	30119	23864.641	7040.183	50700	27421	72456.684	334413.35	0
2011-12-17	20	31019	24313.778	7027.175	52035	28155	76627.276	357710.24	0
2011-12-17	21	31550	24503.578	6855.151	54818	29055	79336.979	362822.93	0
2011-12-17	22	32625	25486.691	7219.505	57662	30500	84410.226	381453.57	0
2011-12-17	23	31673	25916.109	8280.269	54369	28775	97882.804	429955.41	0
2011-12-18	0	26258	21240.629	6530.766	59188	31371	83761.353	360860.71	0
2011-12-18	1	30590	23119.262	6288.643	52896	28482	91958.989	371575.53	0
2011-12-18	2	27002	20035.033	5233.629	45991	24962	84176.517	328734.82	0
2011-12-18	3	22078	16149.788	4150.221	37048	20154	71596.744	272167.81	0
2011-12-18	4	15009	10396.429	2831.696	23250	13009	53925.295	195924.68	0
2011-12-18	5	6797	4771.074	1190.498	9762	5588	26745.616	91335.56	0
2011-12-18	6	5427	3912.873	953.362	7750	4754	23869.932	78647.08	0
2011-12-18	7	6164	4353.794	974.061	9148	5598	24001.362	81211.31	0
2011-12-18	8	8837	6135.214	1341.723	14138	8511	29681.639	105732	0
2011-12-18	9	13807	9857.637	2088.717	23938	13921	40082.41	151295.05	0
2011-12-18	10	20031	14636.086	3285.913	36046	20267	53844.269	213137.81	0
2011-12-18	11	24145	18080.951	4442.651	42803	23890	61816.096	261479.49	0
2011-12-18	12	25728	19443.222	4947.7	45482	25058	66855.129	284807.72	0
2011-12-18	13	25717	19827.033	5272.919	44757	24597	67755.952	292615.68	0
2011-12-18	14	25407	19842.637	5549.186	43838	23911	69920.853	300183.39	0
2011-12-18	15	24632	19202.786	5466.151	41411	22638	70664.786	297241.94	0
2011-12-18	16	21775	16639.825	4765.596	35360	19336	62984.538	261206.2	0
2011-12-18	17	22291	17463.34	4868.795	38282	20973	63995.235	264850.9	0
2011-12-18	18	25536	19726.742	5389.415	43321	23972	70126.017	293566.44	0
2011-12-18	19	26016	19569.88	5236.412	43993	24540	69498.313	291907.25	0
2011-12-18	20	23572	17286.79	4401.33	39774	21954	64616.144	269143.45	0
2011-12-18	21	22233	16223.947	3883.157	37901	21128	63208.477	254789.02	0
2011-12-18	22	20072	14532.844	3549.256	33904	18967	62354.761	242336.01	0
2011-12-18	23	16197	11774.412	3067.676	26239	14942	60327.183	220670.08	0
2011-12-19	0	9849	6970.291	1843.533	19250	11071	36832.819	135284.55	0
2011-12-19	1	7436	5135.384	1217.183	11307	6525	24535.43	87967.64	0
2011-12-19	2	4923	3363.605	812.143	7208	4306	16743.878	59012.89	0
2011-12-19	3	3506	2402.807	589.148	5141	3100	12217.247	43054.86	0
2011-12-19	4	3403	2353.897	617.641	5037	3066	14930.78	50650.28	0
2011-12-19	5	4422	3288.638	721.435	6361	4094	19108.266	66087.33	0
2011-12-19	6	10462	7747.944	1617.204	15839	10412	34933.5	124985.95	0
2011-12-19	7	19156	14340.895	3278.992	29738	19302	55672.394	215235.56	0
2011-12-19	8	24100	18618.871	4709.527	37071	23387	63265.123	267181.62	0
2011-12-19	9	25509	19400.972	5190.179	38145	23615	65984.803	287018.21	0
2011-12-19	10	23156	17341.782	4523.114	34802	20995	58434.955	252669.35	0
2011-12-19	11	22683	17195.033	4515.404	34786	20824	56312.958	247086.37	0
2011-12-19	12	23393	17720.899	4727.191	36475	21589	57877.254	256227.47	0
2011-12-19	13	22773	17341.84	4528.095	35420	20959	57252.316	248683.4	0
2011-12-19	14	23685	18157.876	4852.002	37565	22024	62114.516	266815.11	0
2011-12-19	15	22746	17359.894	4798.253	35572	20724	61678.34	261374.76	0
2011-12-19	16	19254	14603.776	4028.083	30118	17124	53154.743	235300.18	0
2011-12-19	17	22286	17392.437	4664.842	37439	21310	57130.612	267035.27	0
2011-12-19	18	28027	21491.624	5796.611	46242	26755	69708.907	335348.21	0
2011-12-19	19	29333	21807.725	5608.463	48382	28076	74761.904	349032.87	0
2011-12-19	20	27922	20410.616	5069.178	45892	26783	75708.457	322527.34	0
2011-12-19	21	26825	19738.705	4850.053	45103	25905	78753.629	319361.45	0
2011-12-19	22	25439	18584.65	4675.015	42364	24340	77936.609	310165.58	0
2011-12-19	23	20055	14620.051	3941.71	31791	18170	69153.272	266282.38	0
2011-12-20	0	12548	9089.942	2428.311	24338	14140	44500.391	169246.57	0
2011-12-20	1	9928	6957.567	1707.205	14684	8566	32905.313	119623.12	0
2011-12-20	2	6215	4306.502	1024.312	8813	5343	20341.833	73840.53	0
2011-12-20	3	4028	2747.578	679.76	5844	3532	14068.376	49715.19	0
2011-12-20	4	3534	2446.434	654.002	5330	3193	15901.328	54742.61	0
2011-12-20	5	4359	3127.284	723.235	6200	3985	19400.58	66594.33	0
2011-12-20	6	10169	7336.672	1551.415	15782	10127	33686.746	120754.87	0
2011-12-20	7	19041	13927.048	3214.489	29268	18892	53262.269	209777.94	0
2011-12-20	8	25141	19057.054	4850.739	39231	24639	64035.142	274992.42	0
2011-12-20	9	26491	20047.085	5486.476	39125	24250	64490.479	292356	0
2011-12-20	10	24437	18402.837	4974.998	36323	21919	57950.439	262746.61	0
2011-12-20	11	24077	18500.943	5046.724	36328	21662	56978.916	259691.02	0
2011-12-20	12	24718	19007.458	5300.307	37810	22315	58150.426	269917.13	0
2011-12-20	13	24035	18304.948	5032.842	36663	21516	58903.049	260528.06	0
2011-12-20	14	24016	18507.649	5093.601	37387	21586	60528.04	264455.21	0
2011-12-20	15	22999	17556.015	5136.527	36047	20631	61698.837	268964.02	0
2011-12-20	16	18651	13961.597	3937.105	27894	16047	48744.227	222328.58	0
2011-12-20	17	21806	17090.244	4751.852	35952	20939	56317.479	265583.49	0
2011-12-20	18	28537	22386.061	6364.965	46496	27119	69051.603	342249.21	0
2011-12-20	19	30859	23555.732	6530.722	50406	29253	76147.06	368574.92	0
2011-12-20	20	29606	22157.322	5827.346	48188	27920	78439.652	343693.27	0.01
2011-12-20	21	29099	21800.262	5575.408	48160	27549	81515.154	340923.02	0
2011-12-20	22	28378	20880.345	5510.978	47014	26877	85705.127	346656.91	0
2011-12-20	23	23547	17343.027	4705.786	37604	21519	79819.919	309979.76	0
2011-12-21	0	14779	10737.664	2895.027	28886	16673	52023.14	199829.47	0
2011-12-21	1	11902	8163.168	2022.504	17993	10399	38813.088	143474.87	0
2011-12-21	2	7496	5100.554	1247.511	11292	6605	24699.199	90077.63	0
2011-12-21	3	5010	3456.344	846.699	7457	4354	17572.643	63461.3	0
2011-12-21	4	4313	3019.342	818.415	6360	3855	20524.194	69941.77	0
2011-12-21	5	4788	3422.173	824.004	6716	4324	22564.403	78194.33	0
2011-12-21	6	10217	7413.985	1607.259	15682	10106	35003.809	127256.88	0
2011-12-21	7	18942	14046.072	3174.28	29583	18824	53472.766	209587.35	0
2011-12-21	8	25061	18900.016	4830.821	39100	24307	65187.07	277246.16	0
2011-12-21	9	26562	20119.918	5485.886	39714	24547	64460.091	291847.59	0
2011-12-21	10	24297	18149.055	4862.082	35939	21768	56938.539	258084.35	0
2011-12-21	11	23931	18205.663	4814.719	37061	21865	56538.092	254678.24	0
2011-12-21	12	25401	19538.436	5484.782	39609	23396	60639.639	281100.88	0
2011-12-21	13	24979	19305.874	5483.186	38436	22542	60114.613	277939.7	0
2011-12-21	14	25275	19606.426	5668.804	39341	23039	64489.657	288243.43	0
2011-12-21	15	22891	17672.666	5196.24	34474	19979	61024.172	264245.13	0
2011-12-21	16	18280	14018.176	4166.862	27031	15373	49321.721	222822.07	0
2011-12-21	17	21558	17226.514	4860.622	35177	20390	56182.712	262730.82	0.01
2011-12-21	18	28295	21988.489	6247	45648	26436	71196.325	342728.17	0
2011-12-21	19	30301	22959.685	6153.012	49163	28429	75743.356	359246.89	0
2011-12-21	20	28865	21317.188	5462.61	46945	27198	77886.152	334230.25	0
2011-12-21	21	28184	21005.599	5323.647	47735	27040	80916.036	333177.72	0
2011-12-21	22	29223	22079.792	5803.552	50525	28341	83296.111	348110.88	0
2011-12-21	23	24479	18268.254	5117.882	38097	21638	83197.188	323752.19	0.1
2011-12-22	0	15978	11750.75	3161.794	31768	18123	56060.974	215341.05	0
2011-12-22	1	13503	9440.163	2405.866	20187	11666	44821.887	166707.86	0
2011-12-22	2	8831	6087.275	1495.475	13092	7754	29675.715	108552.09	0
2011-12-22	3	5923	4152.022	994.458	8498	5132	20789.729	73708.76	0
2011-12-22	4	4974	3517.202	930.361	7278	4431	22965.83	79300.81	0
2011-12-22	5	4867	3536.039	857.523	6932	4340	23645.186	81757.15	0
2011-12-22	6	9684	7021.864	1570.083	14694	9452	35626.63	125902.62	0
2011-12-22	7	17009	12488.976	2889.469	26108	16683	50420.038	193429.29	0
2011-12-22	8	22929	17135.865	4361.073	35255	22163	60115.348	254032.38	0
2011-12-22	9	24411	18250.284	4864.275	36298	22316	59772.192	266122.46	0
2011-12-22	10	22760	17234.88	4692.77	33483	20382	55143.103	248540.52	0
2011-12-22	11	23011	17778.81	4838.724	34512	20615	56239.084	254612.17	0
2011-12-22	12	24251	18717.117	5313.672	36800	21655	60227.282	274272.96	0
2011-12-22	13	24051	18582.126	5278.55	36417	21413	60537.561	273262.56	0
2011-12-22	14	24901	19451.895	5512.58	38953	22591	65867.457	290141.56	0
2011-12-22	15	22822	17725.921	5331.357	34305	19849	63621.724	274983.49	0
2011-12-22	16	18675	14223.167	4272.929	27598	15754	52146.677	235422.78	0
2011-12-22	17	21722	17258.934	4937.29	35650	20394	58052.113	270520.31	0
2011-12-22	18	27731	21624.622	6128.253	44852	25781	70097.537	338036.9	0
2011-12-22	19	29650	22670.982	6344.035	48257	27572	76050.17	361094.34	0
2011-12-22	20	28137	20941.519	5608.719	46123	25919	74990.898	325827.93	0
2011-12-22	21	27438	20387.511	5319.634	46369	25802	76405.884	320079.67	0
2011-12-22	22	28919	21954.833	5722.447	50143	27721	80755.924	339163.21	0
2011-12-22	23	27789	21287.179	6341.291	46368	25397	89191.637	367031.03	0
2011-12-23	0	19731	15100.445	4170.571	41236	22784	63423.496	255573.1	0.06
2011-12-23	1	19207	13783.86	3542.203	30859	17120	58565.687	225764.65	0.06
2011-12-23	2	13754	9716.163	2459.781	21760	12307	42844.616	162847.04	0.18
2011-12-23	3	9284	6549.125	1676.389	14168	8107	31307.421	114714.09	0.25
2011-12-23	4	6631	4643.17	1321.222	9863	5753	28464.442	99166.11	0.18
2011-12-23	5	5438	3948.761	1070.737	7576	4744	26702.811	91244.55	0.08
2011-12-23	6	8826	6364.608	1540.525	13084	8306	34061.114	119532.79	0
2011-12-23	7	14458	10428.003	2454.416	21529	13785	43651.556	165774.79	0
2011-12-23	8	19497	14538.813	3600.801	30027	18593	53537.187	218651.07	0
2011-12-23	9	21105	15261.843	3882.317	31429	19185	53706.037	227681.84	0
2011-12-23	10	20630	15338.16	3859.744	31736	18992	52070.952	221699	0
2011-12-23	11	22301	16901.37	4346.791	35305	20689	55807.12	242106.64	0
2011-12-23	12	23174	17644.465	4687.6	37042	21564	59615.395	259371.51	0
2011-12-23	13	23103	17636.014	4761.966	37022	21713	61004.968	262696.14	0
2011-12-23	14	24092	18847.888	5185.76	39142	22617	65037.169	279712.89	0
2011-12-23	15	22720	17512.446	5148.43	35386	20270	63936.078	271288.36	0
2011-12-23	16	19500	14751.506	4097.534	30489	17048	53958.902	237866.63	0
2011-12-23	17	21946	16977.271	4490.996	37740	21045	58591.173	265192.05	0
2011-12-23	18	25773	19442.168	5161.955	43331	23957	67210.512	308104.5	0
2011-12-23	19	25614	18685.21	4929.472	43245	23599	64645.381	297489.87	0
2011-12-23	20	22397	16245.897	4060.992	37577	20448	57396.29	244568.21	0
2011-12-23	21	21792	15877.248	3880.391	37730	20223	56292.263	234968.28	0
2011-12-23	22	22812	16669.662	4267.283	39948	21312	62255.246	255936.76	0
2011-12-23	23	21406	15873.282	4455.399	36443	19498	67524.957	267992.04	0
2011-12-24	0	15937	11657.335	3117.737	33210	17930	51023.188	199520.17	0
2011-12-24	1	15875	11154.006	2755.864	26203	14389	48728.208	182693.61	0
2011-12-24	2	13222	9277.206	2318.175	21946	12107	43278.892	158189.91	0
2011-12-24	3	10474	7527.958	1871.395	16662	9287	36495.405	129792.57	0
2011-12-24	4	8108	5722.65	1599.131	12332	7068	34832.138	118842.4	0
2011-12-24	5	4673	3250.431	861.151	6360	3799	22218.397	74245.61	0
2011-12-24	6	4848	3393.698	862.925	6972	4304	22903.961	76023.78	0
2011-12-24	7	5905	4035.991	910.08	8470	5371	22582.779	77858.35	0
2011-12-24	8	8067	5532.735	1206.989	12825	7675	26407.997	95121.5	0
2011-12-24	9	11887	8130.814	1733.206	20133	11698	32988.978	125037.43	0
2011-12-24	10	15086	10590.273	2278.859	26253	14889	38708.933	153101.83	0
2011-12-24	11	17436	12269.197	2757.692	30654	17053	43803.045	176903.36	0
2011-12-24	12	18576	13190.15	3002.748	32488	18031	47051.338	190284.44	0
2011-12-24	13	18774	13237.462	3098.142	32944	17940	47116.148	191574.37	0
2011-12-24	14	18208	13078.235	3035.138	31638	17343	47784.684	190890.98	0
2011-12-24	15	19031	13660.393	3246.635	34147	18292	50787.142	202259.23	0
2011-12-24	16	18559	13369.185	3156.598	33843	17982	48543.695	194544.9	0
2011-12-24	17	19381	14306.439	3382.138	36381	19214	50821.513	203460.79	0
2011-12-24	18	20452	14820.005	3576.559	37462	19730	52431.224	211340.05	0
2011-12-24	19	19142	13502.922	3298.678	34896	18115	48548.847	194700.55	0
2011-12-24	20	17334	12390.324	3009.059	31650	16242	45437.886	185462.38	0
2011-12-24	21	16781	12018.912	2860.878	30622	15740	44775.912	178952.33	0
2011-12-24	22	17306	12297.077	2969.985	32158	16617	47175.95	188032.96	0
2011-12-24	23	15895	11579.878	3069.833	28246	14927	51681.263	195457.95	0
2011-12-25	0	12386	8854.835	2293.256	26599	14136	39817.035	150936.66	0
2011-12-25	1	11322	7919.81	1961.52	19031	10274	35487.409	129799.63	0
2011-12-25	2	8418	5899.854	1458.995	13813	7542	27683.73	98825.81	0
2011-12-25	3	6173	4269.509	1046.506	9720	5384	20897.083	73005.87	0
2011-12-25	4	4230	2933.831	773.237	6458	3657	17072.889	57215.11	0
2011-12-25	5	2453	1689.185	436.865	3407	2018	11162.175	36643.65	0
2011-12-25	6	2543	1840.429	454.613	3735	2334	12388.2	39669.5	0
2011-12-25	7	3250	2299.497	513.872	4859	2969	13629.948	44805.36	0
2011-12-25	8	4002	2733.47	595.407	6381	3738	14518.33	49355.56	0
2011-12-25	9	5800	4020.762	856.446	10065	5724	18948.586	66880.45	0
2011-12-25	10	8446	5896.67	1269.114	15171	8410	25432.583	92040.57	0
2011-12-25	11	10572	7517.092	1698.15	19723	10400	30289.112	113873.3	0
2011-12-25	12	11373	8122.129	1820.585	20588	10964	33261.991	123529.77	0
2011-12-25	13	11450	8193.643	1911.256	20776	10861	35125.977	128525.19	0
2011-12-25	14	11940	8681.904	2062.112	21758	11388	36340.23	133409.66	0
2011-12-25	15	13052	9452.285	2418.186	23794	12404	40641.207	151143.52	0
2011-12-25	16	12273	8801.744	2173.488	22220	11296	36529.557	136114.44	0
2011-12-25	17	12302	8963.501	2260.269	22414	11450	36740.026	138161.65	0
2011-12-25	18	12668	9296.692	2360.685	22863	11647	36421.161	140272.79	0
2011-12-25	19	12430	9020.604	2277.231	21640	11318	35893.652	137494.5	0
2011-12-25	20	11636	8470.361	2100.565	20603	10774	34298.029	134045.05	0
2011-12-25	21	11956	8788.831	2143.805	21625	11477	35681.711	138336.73	0
2011-12-25	22	11895	8684.013	2130.702	20932	11248	37150.013	140922.79	0
2011-12-25	23	9738	7068.216	1826.642	16331	8958	34232.008	124749.72	0
2011-12-26	0	6427	4583.015	1153.474	13346	7296	22041.963	81473.64	0
2011-12-26	1	5360	3609.743	868.233	8690	4784	17264.125	61818.68	0
2011-12-26	2	3543	2384.779	573.745	5538	3141	11761.677	41240.04	0
2011-12-26	3	2551	1805.879	413.712	4024	2275	8547.461	30072.16	0
2011-12-26	4	2171	1489.413	382.212	3385	1925	9029.56	30341.72	0
2011-12-26	5	1946	1372.305	335.183	2792	1717	9428.938	30579.72	0
2011-12-26	6	2831	1969.417	457.179	4138	2546	12649.988	41134.62	0
2011-12-26	7	4282	3019.798	636.423	6580	4033	16090.551	53606.03	0
2011-12-26	8	5653	3940.029	837.968	8577	5104	19774.768	67400.71	0
2011-12-26	9	8468	5926.319	1268.981	14311	8098	26766.281	94511.91	0
2011-12-26	10	11197	7835.744	1722.888	19700	10751	32823.86	119761.79	0
2011-12-26	11	13150	9467.19	2103.738	23152	12621	36177.216	137186.51	0
2011-12-26	12	15497	11249.862	2658.906	28339	14944	43269.949	166849.22	0
2011-12-26	13	16551	12123.402	3040.98	29343	15446	46321.534	182264.1	0
