city	service_request_id	status	service_name	service_code	requested_datetime	updated_datetime	address	lat	long
Chicago, IL	SR19-02746079	closed	Vacant/Abandoned Building Complaint	5c1849d19e6e99eda0adbfcd	2019-10-17T10:39:15-05:00	2019-11-14T23:06:43-06:00	35 N Kedzie Ave	41.88204687990296	-87.70596651342598
Peoria_IL	27365	closed	Illegal Dumping	28	2019-11-14T08:36:58-06:00	2019-11-14T14:13:26-06:00	800 W. McClure Ave.		
Peoria_IL	27364	open	Parking on Unpaved Surface	40	2019-11-14T08:07:34-06:00	2019-11-14T08:07:34-06:00	4232 N Prospect Rd	40.73883056640625	-89.57405853271484
San Francisco_CA	11680324	closed	Street or Sidewalk Cleaning	518d5892601827e3880000c5	2019-11-12T16:06:29-08:00	2019-11-14T21:12:31-08:00	1500b McAllister St, San Francisco, CA 94115, USA	37.778029	-122.436742
San Francisco_CA	11684592	closed	Street or Sidewalk Cleaning	518d5892601827e3880000c5	2019-11-13T14:09:47-08:00	2019-11-14T21:12:29-08:00	40 Page St	37.77430731452098	-122.4211122430484
San Francisco_CA	11685007	closed	Street or Sidewalk Cleaning	518d5892601827e3880000c5	2019-11-13T15:23:33-08:00	2019-11-14T21:12:27-08:00	45 Alvarado St Mission District	37.754174	-122.42229299999997
San Francisco_CA	11690797	open	Street or Sidewalk Cleaning	518d5892601827e3880000c5	2019-11-14T21:09:27-08:00	2019-11-14T21:11:09-08:00	160 EDDY ST	37.784345597623094	-122.41021536413398
San Francisco_CA	11690799	open	Encampment	55e8409a45ff461f92000006	2019-11-14T21:10:29-08:00	2019-11-14T21:10:23-08:00	759 Natoma St	37.77582162194096	-122.413000316095
San Francisco_CA	11690708	closed	Blocked Driveway & Illegal Parking	5a6b5ac2d0521c1134854b01	2019-11-14T20:25:42-08:00	2019-11-14T21:10:13-08:00	180 Mallorca Way	37.80260241222543	-122.4376640800966
San Francisco_CA	11690790	open	Street or Sidewalk Cleaning	518d5892601827e3880000c5	2019-11-14T21:05:22-08:00	2019-11-14T21:05:00-08:00	1000 Franklin St	37.78389706356904	-122.4225498855812
San Francisco_CA	11690786	open	Blocked Driveway & Illegal Parking	5a6b5ac2d0521c1134854b01	2019-11-14T21:04:26-08:00	2019-11-14T21:04:00-08:00	711 Hampshire St Mission District	37.7601012	-122.40776929999998
San Francisco_CA	11690782	open	Encampment	55e8409a45ff461f92000006	2019-11-14T21:02:40-08:00	2019-11-14T21:02:34-08:00	120 Willow St	37.78372510339858	-122.4196359795727
San Francisco_CA	11690784	open	Encampment	55e8409a45ff461f92000006	2019-11-14T21:02:52-08:00	2019-11-14T21:02:00-08:00	990 Polk St	37.78566722184542	-122.41947857652161
San Francisco_CA	11690692	closed	Blocked Driveway & Illegal Parking	5a6b5ac2d0521c1134854b01	2019-11-14T20:18:28-08:00	2019-11-14T21:00:36-08:00	2251 Turk Blvd Western Addition	37.778411	-122.44612970000003
San Francisco_CA	11690772	closed	Blocked Driveway & Illegal Parking	5a6b5ac2d0521c1134854b01	2019-11-14T20:58:01-08:00	2019-11-14T20:59:15-08:00	2450 Harrison St	37.75820482327727	-122.41245111327491
